Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
G2_27	3764	0.999	352.39	9.362%	58.666	5.322%	0.01606	0.998
G2_28	4527	0.999	360.479	7.963%	52.488	4.069%	0.01131	0.999
G2_29	4836	0.999	376.693	7.789%	64.873	4.483%	0.00941	0.999
G2_30	4960	0.999	418.3	8.433%	60.04	3.91%	0.01366	0.999
G2_31	804	0.995	159.852	19.882%	22.803	9.993%	0.06306	0.994
G2_32	2631	0.998	290.079	11.025%	44.332	5.733%	0.02133	0.998
G2_33	1948	0.999	213.612	10.966%	31.668	5.18%	0.02411	0.999
G2_34	1221	0.997	182.537	14.95%	26.434	7.986%	0.04039	0.996
G2_35	2774	0.999	256.544	9.248%	39.155	4.709%	0.01559	0.999
G2_36	1565	0.997	239.567	15.308%	32.89	7.662%	0.03604	0.997
G2_37	2162	0.997	290.373	13.431%	43.056	7.184%	0.02516	0.997
G2_38	3072	0.999	328.353	10.689%	47.222	5.424%	0.0202	0.998
G2_39	3424	0.998	397.095	11.597%	60.396	6.439%	0.01905	0.998
G2_40	979	0.997	152.773	15.605%	22.595	7.45%	0.04953	0.997
G2_41	1741	0.999	176.904	10.161%	24.201	4.896%	0.02312	0.999
G2_42	3695	0.999	311.735	8.437%	47.311	4.186%	0.01252	0.999
G2_43	2091	0.998	268.626	12.847%	41.27	6.744%	0.02956	0.997
G2_44	3214	0.998	361.661	11.253%	57.594	5.751%	0.01598	0.998
G2_45	3487	0.999	332.386	9.532%	56.52	4.843%	0.01335	0.999
G2_46	1579	0.997	226.515	14.345%	36.26	7.818%	0.03353	0.997
G2_47	931	0.995	171.777	18.451%	29.682	10.188%	0.07029	0.994
G2_48	3198	0.997	383.332	11.987%	65.625	7.514%	0.01524	0.997
G2_49	2484	0.999	256.838	10.34%	37.132	4.989%	0.01947	0.999
G2_50	4625	0.999	337.957	7.307%	51.219	3.418%	0.00831	0.999
G2_51	2513	0.998	307.765	12.247%	46.413	6.082%	0.02167	0.998
G2_52	3129	0.998	300.218	9.595%	50.158	5.544%	0.01484	0.998
G2_53	1307	0.997	184.201	14.093%	27.161	7.089%	0.04132	0.997
G2_54	3814	0.999	405.765	10.639%	67.783	5.736%	0.0169	0.998
G2_55	2702	0.999	295.506	10.937%	39.419	5.218%	0.02164	0.999
G2_56	4295	0.999	347.058	8.081%	50.84	4.286%	0.01165	0.999
G2_57	2326	0.999	259.983	11.177%	38.189	5.091%	0.03083	0.999
G2_58	3040	0.997	354.289	11.654%	59.638	7.088%	0.01548	0.997
G2_59	1113	0.997	160.154	14.389%	24.92	8.128%	0.04011	0.996
G2_60	3285	0.998	402.547	12.254%	63.78	6.455%	0.02554	0.998
G2_61	4902	0.999	414.402	8.454%	60.899	4.181%	0.01225	0.999
G2_62	1017	0.996	168.937	16.611%	25.49	9.337%	0.03687	0.995
G2_63	1327	0.996	229.237	17.275%	40.273	9.442%	0.04689	0.995
G2_64	3504	0.999	366.671	10.464%	59.617	5.379%	0.01397	0.998
G2_65	1745	0.998	224.312	12.855%	31.788	5.857%	0.02746	0.998
G2_66	4709	0.999	464.442	9.863%	94.299	5.518%	0.01092	0.998
G2_67	2583	0.998	267.025	10.338%	38.716	5.87%	0.01999	0.998
G2_68	3891	0.999	332.459	8.544%	50.268	4.274%	0.01511	0.999
G2_69	1981	0.998	205.864	10.392%	30.554	5.599%	0.02101	0.998
G2_70	3681	0.998	407.092	11.059%	67.967	6.202%	0.0157	0.998
G2_71	1959	0.998	232.234	11.855%	36.448	6.608%	0.02543	0.998
G2_72	3054	0.998	356.449	11.672%	56.211	6.54%	0.02015	0.998
G2_73	2423	0.998	267.691	11.048%	39.829	5.726%	0.01622	0.998
G3_1	2181	0.997	434.87	19.939%	69.814	8.262%	0.07221	0.997
G3_2	4840	0.998	786.583	16.252%	139.546	6.971%	0.05919	0.998
G3_3	737	0.997	152.115	20.64%	22.638	7.845%	0.10272	0.997
G3_4	4459	0.998	751.801	16.86%	131.975	7.374%	0.04616	0.998
G3_5	1883	0.997	348.645	18.515%	59.501	7.935%	0.08173	0.997
G3_6	1044	0.996	236.172	22.622%	36.338	9.187%	0.10125	0.996
G3_7	1587	0.998	319.219	20.115%	49.623	7.5%	0.09033	0.998
G3_8	2192	0.998	446.603	20.374%	73.996	7.841%	0.08421	0.998
G3_9	3946	0.998	717.61	18.186%	130.072	7.726%	0.05945	0.998
G3_10	3394	0.998	579.179	17.065%	102.177	7.588%	0.05208	0.998
G3_11	4342	0.997	790.915	18.215%	129.821	7.901%	0.05411	0.997
G3_12	4806	0.998	917.172	19.084%	168.164	7.542%	0.09735	0.998
G3_13	2750	0.998	423.0	15.382%	66.407	6.839%	0.04038	0.998
G3_14	2005	0.998	381.952	19.05%	60.164	7.755%	0.06741	0.997
G3_15	3893	0.998	632.126	16.238%	98.582	6.376%	0.05742	0.998
G3_16	957	0.997	207.571	21.69%	32.387	7.933%	0.11166	0.997
G3_17	1298	0.995	275.326	21.212%	45.29	10.664%	0.06685	0.994
G3_18	2578	0.998	495.49	19.22%	83.84	7.468%	0.07717	0.998
G3_19	1631	0.997	299.476	18.361%	45.764	7.6%	0.06365	0.997
G3_20	3862	0.998	668.762	17.316%	115.996	7.155%	0.06539	0.998
G3_21	1153	0.998	222.419	19.29%	31.219	7.388%	0.07805	0.997
G3_22	3197	0.998	458.857	14.353%	71.742	6.672%	0.03648	0.998
G3_23	3413	0.998	609.267	17.851%	106.492	7.48%	0.07159	0.998
G3_24	1079	0.997	220.285	20.416%	35.607	8.602%	0.08298	0.997
G3_25	4095	0.998	784.545	19.159%	151.027	7.591%	0.0787	0.998
G3_26	691	0.997	149.973	21.704%	23.714	7.896%	0.10926	0.997
G3_27	1213	0.997	252.435	20.811%	38.305	8.028%	0.08412	0.997
G3_28	3180	0.998	631.201	19.849%	120.893	8.031%	0.07819	0.998
G3_29	1714	0.997	346.261	20.202%	60.459	8.166%	0.06837	0.997
G3_30	5047	0.998	933.91	18.504%	162.636	7.199%	0.07078	0.998
G3_31	2940	0.998	539.476	18.35%	84.945	6.663%	0.08242	0.998
G3_32	683	0.997	162.033	23.724%	24.677	8.163%	0.10534	0.997
G3_33	2164	0.998	423.185	19.556%	73.865	7.65%	0.09054	0.998
G3_34	4961	0.998	909.338	18.33%	161.098	7.363%	0.06864	0.998
G3_35	1992	0.998	379.974	19.075%	63.685	7.66%	0.07416	0.998
G3_36	659	0.997	143.485	21.773%	23.124	8.681%	0.11914	0.997
G3_37	3844	0.998	668.877	17.401%	110.826	6.989%	0.06672	0.998
G3_38	2100	0.998	365.672	17.413%	58.599	7.214%	0.05454	0.998
G3_39	3055	0.997	640.105	20.953%	117.209	8.353%	0.07102	0.997
G3_40	4104	0.998	646.672	15.757%	109.246	7.232%	0.04702	0.998
G3_41	4147	0.998	676.496	16.313%	105.557	6.628%	0.04763	0.998
G3_42	2484	0.998	503.613	20.274%	87.056	7.645%	0.11949	0.998
G3_43	4102	0.998	746.306	18.194%	128.54	7.59%	0.06196	0.998
G3_44	2424	0.998	498.547	20.567%	90.037	7.875%	0.08723	0.998
G3_45	1273	0.997	263.575	20.705%	39.998	8.14%	0.08871	0.997
G3_46	1583	0.998	276.762	17.483%	44.931	7.304%	0.05725	0.997
G3_47	1494	0.998	295.938	19.808%	48.116	7.433%	0.08538	0.998
G3_48	1440	0.998	328.323	22.8%	59.946	8.075%	0.13163	0.998
G3_49	2810	0.998	525.526	18.702%	89.338	7.998%	0.05908	0.997
G3_50	2946	0.998	522.596	17.739%	82.53	7.28%	0.05984	0.998
G3_51	3774	0.998	592.341	15.695%	99.098	6.822%	0.04627	0.998
G3_52	1839	0.996	410.386	22.316%	80.333	10.211%	0.08008	0.996
G3_53	1326	0.998	264.439	19.943%	42.808	7.353%	0.09716	0.998
G3_54	871	0.997	209.608	24.065%	33.933	9.494%	0.11168	0.997
G3_55	4792	0.998	873.711	18.233%	169.981	7.782%	0.06468	0.998
