Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
G2_67	2583	0.998	257.484	9.968%	37.201	5.64%	0.01804	0.998
G2_68	3891	0.999	335.312	8.618%	47.849	4.068%	0.01447	0.999
G2_69	1981	0.999	198.999	10.045%	27.005	4.949%	0.01906	0.999
G2_70	3681	0.999	363.769	9.882%	57.794	5.273%	0.01488	0.998
G2_71	1959	0.998	224.0	11.434%	32.822	5.951%	0.02295	0.998
G2_72	3054	0.998	294.07	9.629%	48.537	5.647%	0.01598	0.998
G2_73	2423	0.999	257.494	10.627%	35.727	5.136%	0.01613	0.998
G3_1	2181	1.0	198.847	9.117%	26.458	3.131%	0.02728	0.999
G3_2	4840	1.0	320.004	6.612%	49.325	2.464%	0.01363	1.0
G3_3	737	0.999	94.703	12.85%	12.32	4.27%	0.05539	0.999
G3_4	4459	1.0	293.838	6.59%	51.274	2.865%	0.00839	1.0
G3_5	1883	0.999	222.524	11.818%	40.521	5.404%	0.03576	0.999
G3_6	1044	0.999	142.48	13.648%	21.668	5.478%	0.04931	0.998
G3_7	1587	0.999	179.438	11.307%	27.828	4.206%	0.03682	0.999
G3_8	2192	1.0	204.975	9.351%	31.129	3.299%	0.02675	1.0
G3_9	3946	1.0	267.263	6.773%	41.31	2.454%	0.01143	1.0
G3_10	3394	1.0	229.097	6.75%	35.387	2.628%	0.01105	1.0
G3_11	4342	1.0	297.912	6.861%	43.553	2.651%	0.0109	1.0
G3_12	4806	0.999	369.213	7.682%	90.566	4.062%	0.01348	0.999
G3_13	2750	0.999	231.907	8.433%	34.026	3.504%	0.01561	0.999
G3_14	2005	1.0	154.114	7.686%	23.921	3.083%	0.02081	0.999
G3_15	3893	1.0	234.061	6.012%	32.761	2.119%	0.01089	1.0
G3_16	957	0.999	119.301	12.466%	18.867	4.621%	0.05645	0.999
G3_17	1298	0.997	214.724	16.543%	34.725	8.176%	0.04811	0.996
G3_18	2578	1.0	187.343	7.267%	30.806	2.744%	0.01628	1.0
G3_19	1631	0.999	174.361	10.69%	25.35	4.21%	0.02831	0.999
G3_20	3862	1.0	220.495	5.709%	31.459	1.941%	0.01081	1.0
G3_21	1153	0.999	160.688	13.937%	22.688	5.369%	0.05021	0.998
G3_22	3197	0.999	331.47	10.368%	53.26	4.953%	0.01886	0.999
G3_23	3413	1.0	227.161	6.656%	36.72	2.579%	0.01777	1.0
G3_24	1079	0.999	126.742	11.746%	17.385	4.2%	0.03884	0.999
G3_25	4095	1.0	263.418	6.433%	47.41	2.383%	0.00984	1.0
G3_26	691	0.999	100.996	14.616%	14.739	4.907%	0.05612	0.999
G3_27	1213	0.999	161.174	13.287%	22.334	4.681%	0.0503	0.999
G3_28	3180	1.0	187.034	5.882%	25.646	1.704%	0.0111	1.0
G3_29	1714	1.0	160.303	9.353%	22.209	3.0%	0.02413	1.0
G3_30	5047	1.0	311.329	6.169%	46.494	2.058%	0.01115	1.0
G3_31	2940	1.0	233.926	7.957%	38.268	3.002%	0.01945	1.0
G3_32	683	0.999	112.545	16.478%	16.73	5.534%	0.07232	0.998
G3_33	2164	1.0	156.914	7.251%	22.038	2.282%	0.02197	1.0
G3_34	4961	1.0	299.575	6.039%	48.643	2.223%	0.00904	1.0
G3_35	1992	1.0	164.583	8.262%	22.249	2.676%	0.02656	1.0
G3_36	659	0.999	103.693	15.735%	14.721	5.526%	0.07611	0.998
G3_37	3844	1.0	216.94	5.644%	32.816	2.07%	0.01201	1.0
G3_38	2100	1.0	170.489	8.119%	23.662	2.913%	0.01642	1.0
G3_39	3055	0.999	269.585	8.824%	56.427	4.021%	0.01608	0.999
G3_40	4104	0.999	326.636	7.959%	56.78	3.759%	0.01365	0.999
G3_41	4147	1.0	314.144	7.575%	44.148	2.772%	0.0154	1.0
G3_42	2484	0.999	227.716	9.167%	43.036	3.779%	0.02518	0.999
G3_43	4102	1.0	295.392	7.201%	44.389	2.621%	0.01307	1.0
G3_44	2424	1.0	178.798	7.376%	25.844	2.26%	0.01774	1.0
G3_45	1273	0.999	132.822	10.434%	18.072	3.678%	0.03756	0.999
G3_46	1583	1.0	151.17	9.55%	20.765	3.376%	0.02172	0.999
G3_47	1494	0.999	146.557	9.81%	21.883	3.381%	0.03194	0.999
G3_48	1440	1.0	121.602	8.445%	17.594	2.37%	0.03556	1.0
G3_49	2810	0.999	244.905	8.715%	41.807	3.743%	0.01555	0.999
G3_50	2946	1.0	216.778	7.358%	32.837	2.897%	0.0186	1.0
G3_51	3774	1.0	255.411	6.768%	41.91	2.885%	0.01103	1.0
G3_52	1839	0.999	210.626	11.453%	38.285	4.866%	0.02819	0.999
G3_53	1326	0.999	169.667	12.795%	30.308	5.206%	0.04106	0.999
G3_54	871	0.999	126.148	14.483%	17.9	5.008%	0.05656	0.999
G3_55	4792	1.0	204.185	4.261%	28.888	1.323%	0.00692	1.0
