Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
G3_40	4104	0.835	2328.784	56.744%	854.313	56.553%	0.26371	0.822
G3_41	4147	0.766	2203.479	53.134%	1033.779	64.909%	0.28382	0.747
G3_42	2484	0.774	1864.423	75.057%	759.74	66.716%	0.45783	0.766
G3_43	4102	0.773	2383.493	58.106%	1103.081	65.138%	0.32862	0.759
G3_44	2424	0.719	1718.141	70.88%	818.281	71.57%	0.43806	0.706
G3_45	1273	0.801	748.45	58.794%	301.304	61.316%	0.32326	0.786
G3_46	1583	0.769	893.612	56.451%	398.395	64.767%	0.30427	0.75
G3_47	1494	0.771	987.654	66.108%	427.619	66.063%	0.40046	0.759
G3_48	1440	0.687	1187.394	82.458%	556.576	74.977%	0.55568	0.676
G3_49	2810	0.81	1665.467	59.269%	679.402	60.826%	0.30584	0.798
G3_50	2946	0.812	1724.285	58.53%	680.698	60.045%	0.29747	0.798
G3_51	3774	0.809	2097.092	55.567%	877.678	60.418%	0.28021	0.795
G3_52	1839	0.758	1129.404	61.414%	527.384	67.033%	0.35499	0.744
G3_53	1326	0.764	895.478	67.532%	389.22	66.854%	0.40639	0.752
G3_54	871	0.77	517.972	59.469%	233.539	65.342%	0.35162	0.755
G3_55	4792	0.726	3180.459	66.37%	1540.965	70.549%	0.40805	0.713
