Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
G2_19	2082	0.998	252.573	12.131%	38.304	6.614%	0.02714	0.998
G2_20	3685	0.999	272.692	7.4%	36.773	3.337%	0.01039	0.999
G2_21	4374	0.999	398.662	9.114%	60.925	5.208%	0.01172	0.998
G2_22	531	0.991	134.307	25.293%	19.603	13.696%	0.09135	0.989
G2_23	2208	0.999	234.149	10.605%	37.066	5.4%	0.0218	0.998
G2_24	1456	0.997	212.801	14.615%	33.583	7.427%	0.03847	0.997
G2_25	2732	0.999	233.904	8.562%	36.164	4.27%	0.01447	0.999
G2_26	1583	0.997	247.283	15.621%	34.945	7.293%	0.04914	0.997
G2_27	3764	0.999	341.996	9.086%	53.723	4.873%	0.01429	0.999
G2_28	4527	0.999	323.76	7.152%	47.696	3.697%	0.00965	0.999
G2_29	4836	0.999	344.879	7.131%	63.084	4.359%	0.00871	0.999
G2_30	4960	1.0	326.651	6.586%	48.814	3.179%	0.00849	0.999
G2_31	804	0.996	141.949	17.655%	20.751	9.094%	0.05199	0.996
G2_32	2631	0.999	253.632	9.64%	40.276	5.209%	0.01811	0.998
G2_33	1948	0.999	168.161	8.632%	25.893	4.235%	0.01804	0.999
G2_34	1221	0.997	165.44	13.55%	24.809	7.495%	0.03468	0.997
G2_35	2774	0.999	263.861	9.512%	38.448	4.624%	0.01735	0.999
G2_36	1565	0.997	230.417	14.723%	32.775	7.635%	0.03157	0.997
G2_37	2162	0.998	263.699	12.197%	38.792	6.473%	0.02551	0.998
G2_38	3072	0.999	270.229	8.797%	40.109	4.607%	0.01731	0.999
G2_39	3424	0.998	358.782	10.478%	55.59	5.926%	0.01633	0.998
G2_40	979	0.998	149.037	15.223%	21.166	6.979%	0.04739	0.998
G2_41	1741	0.999	175.437	10.077%	23.347	4.724%	0.02363	0.999
G2_42	3695	0.999	281.296	7.613%	42.467	3.757%	0.01078	0.999
G2_43	2091	0.998	251.603	12.033%	38.259	6.252%	0.02798	0.998
G2_44	3214	0.999	342.295	10.65%	50.303	5.023%	0.01448	0.999
G2_45	3487	0.999	308.955	8.86%	52.707	4.516%	0.01161	0.999
G2_46	1579	0.998	213.815	13.541%	33.167	7.151%	0.03307	0.997
G2_47	931	0.995	159.415	17.123%	28.437	9.76%	0.06011	0.995
G2_48	3198	0.998	307.566	9.617%	56.924	6.518%	0.01026	0.998
G2_49	2484	0.999	201.73	8.121%	29.658	3.985%	0.01362	0.999
G2_50	4625	0.999	300.248	6.492%	48.85	3.26%	0.00644	0.999
G2_51	2513	0.998	290.998	11.58%	43.516	5.702%	0.02074	0.998
G2_52	3129	0.999	308.593	9.862%	49.142	5.432%	0.01689	0.998
G2_53	1307	0.998	182.018	13.926%	26.211	6.841%	0.03679	0.997
G2_54	3814	0.999	336.824	8.831%	55.67	4.711%	0.01222	0.999
G2_55	2702	0.999	262.933	9.731%	35.01	4.635%	0.02047	0.999
G2_56	4295	0.999	318.928	7.426%	45.955	3.874%	0.01033	0.999
G2_57	2326	0.999	237.895	10.228%	33.171	4.422%	0.02408	0.999
G2_58	3040	0.998	291.424	9.586%	49.413	5.872%	0.01188	0.998
G2_59	1113	0.997	160.539	14.424%	24.398	7.958%	0.03935	0.996
G2_60	3285	0.999	358.601	10.916%	54.199	5.486%	0.01958	0.998
G2_61	4902	0.999	361.471	7.374%	53.416	3.667%	0.01	0.999
G2_62	1017	0.997	158.955	15.63%	23.047	8.443%	0.04087	0.996
G2_63	1327	0.996	219.039	16.506%	38.039	8.918%	0.04519	0.996
G2_64	3504	0.999	344.457	9.83%	54.399	4.908%	0.01281	0.999
G2_65	1745	0.998	219.929	12.603%	31.286	5.765%	0.02786	0.998
G2_66	4709	0.999	399.411	8.482%	79.068	4.627%	0.0105	0.999
G2_67	2583	0.998	257.581	9.972%	36.732	5.569%	0.01866	0.998
G2_68	3891	0.999	317.668	8.164%	45.27	3.849%	0.01295	0.999
G2_69	1981	0.999	194.126	9.799%	28.962	5.308%	0.01918	0.998
G2_70	3681	0.998	390.377	10.605%	63.4	5.785%	0.01582	0.998
G2_71	1959	0.998	233.048	11.896%	34.571	6.268%	0.02419	0.998
G2_72	3054	0.998	326.649	10.696%	52.618	6.122%	0.01878	0.998
G2_73	2423	0.999	254.511	10.504%	35.499	5.103%	0.01519	0.999
G3_1	2181	0.999	205.471	9.421%	29.57	3.499%	0.02725	0.999
G3_2	4840	1.0	250.493	5.175%	38.017	1.899%	0.00985	1.0
G3_3	737	0.999	93.938	12.746%	12.069	4.183%	0.05505	0.999
G3_4	4459	1.0	336.947	7.557%	55.749	3.115%	0.01005	0.999
G3_5	1883	0.999	219.104	11.636%	38.764	5.17%	0.03139	0.999
G3_6	1044	0.998	151.797	14.54%	23.048	5.827%	0.05148	0.998
G3_7	1587	0.999	177.276	11.171%	28.061	4.241%	0.03827	0.999
G3_8	2192	1.0	197.832	9.025%	28.298	2.999%	0.02483	1.0
G3_9	3946	1.0	264.807	6.711%	41.322	2.454%	0.01279	1.0
G3_10	3394	0.999	271.612	8.003%	48.239	3.582%	0.01162	0.999
G3_11	4342	0.999	373.93	8.612%	54.647	3.326%	0.01399	0.999
G3_12	4806	1.0	297.369	6.187%	63.743	2.859%	0.01104	1.0
G3_13	2750	0.999	266.081	9.676%	42.83	4.411%	0.01666	0.999
G3_14	2005	0.999	168.774	8.418%	28.838	3.717%	0.0226	0.999
G3_15	3893	1.0	239.878	6.162%	33.889	2.192%	0.01128	1.0
G3_16	957	0.999	120.228	12.563%	18.762	4.596%	0.06019	0.999
G3_17	1298	0.996	227.682	17.541%	36.494	8.593%	0.04584	0.996
G3_18	2578	1.0	183.107	7.103%	31.245	2.783%	0.01623	1.0
G3_19	1631	0.999	177.686	10.894%	24.453	4.061%	0.02783	0.999
G3_20	3862	1.0	211.577	5.478%	30.135	1.859%	0.00985	1.0
G3_21	1153	0.999	156.994	13.616%	22.57	5.341%	0.04751	0.998
G3_22	3197	0.999	286.837	8.972%	46.692	4.342%	0.01548	0.999
G3_23	3413	1.0	229.143	6.714%	39.379	2.766%	0.01802	1.0
G3_24	1079	0.999	133.195	12.344%	18.368	4.438%	0.03982	0.999
G3_25	4095	1.0	244.572	5.972%	45.535	2.289%	0.00811	1.0
G3_26	691	0.999	101.662	14.712%	14.499	4.828%	0.05522	0.999
G3_27	1213	0.999	160.271	13.213%	21.733	4.555%	0.04913	0.999
G3_28	3180	1.0	194.441	6.114%	33.166	2.203%	0.01016	1.0
G3_29	1714	1.0	164.712	9.61%	23.589	3.186%	0.02719	0.999
G3_30	5047	1.0	288.08	5.708%	45.004	1.992%	0.01044	1.0
G3_31	2940	1.0	229.493	7.806%	38.157	2.993%	0.01754	1.0
G3_32	683	0.999	110.111	16.122%	16.197	5.358%	0.07408	0.998
G3_33	2164	1.0	164.897	7.62%	22.908	2.373%	0.02222	1.0
G3_34	4961	1.0	256.814	5.177%	39.96	1.826%	0.00793	1.0
G3_35	1992	0.999	187.778	9.427%	27.339	3.288%	0.02737	0.999
G3_36	659	0.999	96.918	14.707%	13.42	5.038%	0.06956	0.999
G3_37	3844	1.0	235.216	6.119%	36.881	2.326%	0.01317	1.0
G3_38	2100	1.0	163.832	7.802%	22.319	2.748%	0.0161	1.0
G3_39	3055	0.999	268.012	8.773%	56.477	4.025%	0.01572	0.999
G3_40	4104	0.999	318.434	7.759%	56.532	3.742%	0.01131	0.999
G3_41	4147	1.0	309.24	7.457%	45.536	2.859%	0.01339	1.0
G3_42	2484	1.0	191.544	7.711%	35.221	3.093%	0.01937	0.999
G3_43	4102	1.0	272.584	6.645%	43.391	2.562%	0.01201	1.0
G3_44	2424	1.0	153.625	6.338%	21.097	1.845%	0.01594	1.0
G3_45	1273	0.999	134.577	10.572%	18.075	3.678%	0.03812	0.999
G3_46	1583	0.999	155.819	9.843%	21.937	3.566%	0.02259	0.999
G3_47	1494	1.0	140.271	9.389%	20.395	3.151%	0.03147	0.999
G3_48	1440	1.0	149.772	10.401%	22.119	2.98%	0.04404	1.0
G3_49	2810	0.999	233.326	8.303%	42.546	3.809%	0.01488	0.999
G3_50	2946	1.0	237.445	8.06%	35.433	3.126%	0.01903	0.999
G3_51	3774	1.0	256.582	6.799%	40.279	2.773%	0.01129	1.0
G3_52	1839	0.998	234.749	12.765%	45.293	5.757%	0.03054	0.998
G3_53	1326	0.999	160.494	12.104%	28.122	4.83%	0.04225	0.999
G3_54	871	0.999	114.021	13.091%	16.016	4.481%	0.05004	0.999
G3_55	4792	1.0	255.023	5.322%	42.8	1.959%	0.00773	1.0
