Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
G2_20	3685	0.998	416.4	11.3%	86.218	7.825%	0.03945	0.998
G2_21	4374	0.995	598.902	13.692%	127.071	10.863%	0.02303	0.994
G2_22	531	0.955	198.74	37.427%	44.888	31.361%	0.23909	0.948
G2_23	2208	0.992	414.192	18.759%	103.865	15.131%	0.05979	0.991
G2_24	1456	0.995	307.089	21.091%	57.424	12.699%	0.0625	0.995
G2_25	2732	0.992	469.858	17.198%	125.546	14.822%	0.05559	0.992
G2_26	1583	0.994	307.122	19.401%	60.178	12.558%	0.06928	0.993
G2_27	3764	0.998	494.368	13.134%	89.854	8.151%	0.02254	0.997
G2_28	4527	0.999	387.791	8.566%	61.669	4.78%	0.01307	0.999
G2_29	4836	0.993	728.471	15.064%	188.226	13.006%	0.05997	0.992
G2_30	4960	0.996	707.524	14.265%	180.69	11.766%	0.06352	0.996
G2_31	804	0.995	164.985	20.521%	23.698	10.385%	0.06845	0.994
G2_32	2631	0.998	331.006	12.581%	56.021	7.245%	0.02389	0.998
G2_33	1948	0.988	423.371	21.734%	108.067	17.676%	0.06588	0.987
G2_34	1221	0.991	249.951	20.471%	44.74	13.516%	0.06039	0.99
G2_35	2774	0.998	350.801	12.646%	67.437	8.11%	0.02761	0.998
G2_36	1565	0.982	396.097	25.31%	83.517	19.455%	0.09908	0.98
G2_37	2162	0.997	296.586	13.718%	47.932	7.998%	0.02982	0.997
G2_38	3072	0.998	316.709	10.31%	49.129	5.643%	0.02161	0.998
G2_39	3424	0.998	432.641	12.636%	71.215	7.592%	0.02034	0.997
G2_40	979	0.994	204.619	20.901%	41.101	13.551%	0.09203	0.994
G2_41	1741	0.998	218.992	12.579%	30.249	6.12%	0.05377	0.998
G2_42	3695	0.987	688.085	18.622%	196.617	17.396%	0.06713	0.985
G2_43	2091	0.997	316.211	15.122%	48.186	7.875%	0.0361	0.997
G2_44	3214	0.983	704.073	21.906%	197.062	19.679%	0.05499	0.982
G2_45	3487	0.972	953.642	27.348%	310.03	26.564%	0.08497	0.971
G2_46	1579	0.996	266.77	16.895%	45.159	9.736%	0.08059	0.995
G2_47	931	0.993	245.869	26.409%	44.739	15.356%	0.08346	0.993
G2_48	3198	0.996	417.771	13.064%	78.337	8.97%	0.02201	0.996
G2_49	2484	0.997	333.38	13.421%	68.903	9.258%	0.08319	0.997
G2_50	4625	0.978	1065.88	23.046%	348.935	23.285%	0.07196	0.976
G2_51	2513	0.991	498.771	19.848%	111.181	14.568%	0.09587	0.99
G2_52	3129	0.997	353.455	11.296%	72.648	8.03%	0.02264	0.997
G2_53	1307	0.997	229.338	17.547%	35.202	9.188%	0.04547	0.996
G2_54	3814	0.997	557.405	14.615%	128.639	10.886%	0.04006	0.998
G2_55	2702	0.995	420.747	15.572%	77.742	10.292%	0.03215	0.994
G2_56	4295	0.991	737.866	17.18%	164.201	13.842%	0.08584	0.99
G2_57	2326	0.995	457.207	19.656%	113.981	15.195%	0.06818	0.996
G2_58	3040	0.958	938.902	30.885%	248.896	29.58%	0.15949	0.951
G2_59	1113	0.996	172.812	15.527%	26.99	8.803%	0.0418	0.996
G2_60	3285	0.997	496.786	15.123%	90.963	9.207%	0.03249	0.997
G2_61	4902	0.998	584.158	11.917%	115.571	7.935%	0.01718	0.998
G2_62	1017	0.99	207.345	20.388%	38.94	14.265%	0.05234	0.989
G2_63	1327	0.994	296.28	22.327%	66.698	15.637%	0.10395	0.994
G2_64	3504	0.991	622.05	17.753%	182.656	16.481%	0.06628	0.991
G2_65	1745	0.991	371.286	21.277%	85.324	15.722%	0.0783	0.99
G2_66	4709	0.959	1569.699	33.334%	570.581	33.389%	0.09668	0.958
G2_67	2583	0.996	500.193	19.365%	90.433	13.711%	0.03339	0.996
G2_68	3891	0.998	533.7	13.716%	103.601	8.809%	0.02534	0.998
G2_69	1981	0.998	229.355	11.578%	35.574	6.519%	0.02649	0.998
G2_70	3681	0.993	621.179	16.875%	140.475	12.818%	0.06181	0.992
G2_71	1959	0.996	294.397	15.028%	50.287	9.117%	0.03156	0.995
G2_72	3054	0.997	373.358	12.225%	62.168	7.233%	0.02435	0.997
G2_73	2423	0.979	578.505	23.876%	143.567	20.639%	0.07475	0.975
G3_1	2181	0.996	344.493	15.795%	81.369	9.629%	0.08431	0.996
G3_2	4840	0.994	790.479	16.332%	287.924	14.383%	0.06611	0.995
G3_3	737	0.998	134.776	18.287%	25.119	8.705%	0.07998	0.998
G3_4	4459	0.983	1071.878	24.039%	345.379	19.297%	0.09369	0.982
G3_5	1883	0.997	306.435	16.274%	75.482	10.067%	0.09032	0.997
G3_6	1044	0.997	194.39	18.62%	35.309	8.927%	0.06075	0.997
G3_7	1587	0.994	314.942	19.845%	100.15	15.138%	0.08041	0.994
G3_8	2192	0.986	563.135	25.69%	197.216	20.899%	0.11317	0.986
G3_9	3946	0.98	984.908	24.96%	384.974	22.866%	0.08993	0.979
G3_10	3394	0.992	582.553	17.164%	182.196	13.531%	0.08674	0.992
G3_11	4342	0.996	594.197	13.685%	140.566	8.555%	0.08639	0.996
G3_12	4806	0.99	1302.148	27.094%	526.954	23.632%	0.09177	0.991
G3_13	2750	0.995	484.794	17.629%	109.028	11.229%	0.10821	0.995
G3_14	2005	0.998	303.462	15.135%	66.61	8.586%	0.04365	0.998
G3_15	3893	0.998	623.384	16.013%	153.116	9.903%	0.03457	0.998
G3_16	957	0.992	227.148	23.735%	71.361	17.479%	0.11855	0.992
G3_17	1298	0.993	341.916	26.342%	67.65	15.929%	0.07985	0.993
G3_18	2578	0.994	526.917	20.439%	203.571	18.134%	0.07149	0.994
G3_19	1631	0.998	224.039	13.736%	38.056	6.32%	0.04143	0.998
G3_20	3862	0.996	678.575	17.571%	229.888	14.181%	0.08834	0.997
G3_21	1153	0.994	248.54	21.556%	44.919	10.63%	0.15102	0.994
G3_22	3197	0.995	503.401	15.746%	116.861	10.867%	0.0388	0.994
G3_23	3413	0.997	725.049	21.244%	195.675	13.745%	0.05533	0.998
G3_24	1079	0.991	253.757	23.518%	55.919	13.51%	0.13553	0.99
G3_25	4095	0.963	1467.983	35.848%	668.298	33.589%	0.12574	0.963
G3_26	691	0.963	275.543	39.876%	87.744	29.215%	0.11877	0.961
G3_27	1213	0.986	337.005	27.783%	82.866	17.367%	0.11843	0.985
G3_28	3180	0.962	1127.948	35.47%	489.558	32.521%	0.10739	0.962
G3_29	1714	0.982	450.12	26.261%	167.995	22.689%	0.0828	0.981
G3_30	5047	0.988	1223.395	24.24%	500.982	22.177%	0.07972	0.989
G3_31	2940	0.994	581.103	19.765%	223.05	17.496%	0.08686	0.995
G3_32	683	0.964	281.023	41.145%	89.178	29.498%	0.19806	0.962
G3_33	2164	0.99	503.572	23.27%	206.032	21.339%	0.09709	0.99
G3_34	4961	0.983	1233.877	24.872%	509.756	23.297%	0.10155	0.983
G3_35	1992	0.987	477.956	23.994%	157.468	18.941%	0.11235	0.986
G3_36	659	0.996	152.721	23.175%	32.436	12.176%	0.15728	0.996
G3_37	3844	0.998	733.65	19.086%	198.911	12.545%	0.04834	0.998
G3_38	2100	0.981	585.811	27.896%	157.526	19.393%	0.10916	0.98
G3_39	3055	0.973	988.873	32.369%	399.875	28.498%	0.08858	0.972
G3_40	4104	0.996	629.675	15.343%	147.875	9.789%	0.03481	0.996
G3_41	4147	0.985	1049.875	25.316%	278.384	17.479%	0.11496	0.984
G3_42	2484	0.992	671.371	27.028%	252.891	22.208%	0.08978	0.993
G3_43	4102	0.99	825.421	20.122%	288.767	17.052%	0.10819	0.989
G3_44	2424	0.965	867.863	35.803%	363.514	31.794%	0.14299	0.964
G3_45	1273	0.997	201.694	15.844%	40.005	8.141%	0.06847	0.997
G3_46	1583	0.985	393.388	24.851%	106.66	17.34%	0.14991	0.984
G3_47	1494	0.99	340.182	22.77%	124.778	19.277%	0.10542	0.991
G3_48	1440	0.951	658.43	45.724%	287.503	38.73%	0.15936	0.951
G3_49	2810	0.998	402.013	14.307%	103.981	9.309%	0.03789	0.998
G3_50	2946	0.999	365.348	12.401%	75.634	6.672%	0.03382	0.999
G3_51	3774	0.998	447.65	11.861%	103.661	7.136%	0.06431	0.998
G3_52	1839	0.982	472.202	25.677%	173.906	22.104%	0.11137	0.982
G3_53	1326	0.988	343.423	25.899%	123.693	21.246%	0.10276	0.988
G3_54	871	0.985	250.977	28.815%	68.775	19.243%	0.15187	0.984
G3_55	4792	0.97	1443.203	30.117%	628.829	28.789%	0.10083	0.97
